x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.19652867317199707,0.24328984320163727,0.27283406257629395,0.28544360399246216,0.29290297627449036,0.24916520714759827,0.2595033645629883,0.2698475420475006,0.2788698971271515,0.22564899921417236,0.23811252415180206,0.250233918428421,0.2639431059360504,0.2015824168920517,0.21430140733718872,0.22725467383861542,0.24197444319725037,0.1747535765171051,0.18443548679351807,0.19641247391700745,0.2104155421257019,0.9176377058029175,0.8822700381278992,0.803002655506134,0.7427159547805786,0.69159334897995,0.7384003400802612,0.6681751012802124,0.6240991353988647,0.589096188545227,0.7330036163330078,0.6619507074356079,0.6186703443527222,0.5823495388031006,0.7359490394592285,0.6684266924858093,0.627890944480896,0.5945581197738647,0.7462006211280823,0.6868910193443298,0.6511276960372925,0.6223983764648438,hello
0.19857098162174225,0.24604682624340057,0.27380403876304626,0.28623777627944946,0.29223403334617615,0.25040388107299805,0.2612844705581665,0.27111729979515076,0.2797742784023285,0.22619718313217163,0.23801012337207794,0.24890542030334473,0.26129066944122314,0.20190320909023285,0.21380667388439178,0.22599175572395325,0.23987998068332672,0.17582987248897552,0.1842479258775711,0.19532908499240875,0.20872506499290466,0.9194849729537964,0.8846932053565979,0.8035211563110352,0.7429748773574829,0.6921629905700684,0.736140251159668,0.6679612398147583,0.6240264773368835,0.5885849595069885,0.7318466901779175,0.6609392166137695,0.6166099309921265,0.5783515572547913,0.7360033988952637,0.6672716736793518,0.6254689693450928,0.5901409387588501,0.748548150062561,0.6895149946212769,0.6529144644737244,0.6221170425415039,hello
0.25099578499794006,0.3006909191608429,0.33560293912887573,0.35164809226989746,0.3633933365345001,0.3352903425693512,0.36559370160102844,0.3890015184879303,0.407676637172699,0.3153845965862274,0.35078707337379456,0.377643346786499,0.4009973704814911,0.29359495639801025,0.3283277153968811,0.3569798767566681,0.381904274225235,0.26991525292396545,0.301248162984848,0.3261418044567108,0.3495780825614929,0.6613359451293945,0.6381421089172363,0.572364091873169,0.5221617221832275,0.48202717304229736,0.4938633143901825,0.42145466804504395,0.371173232793808,0.3287971019744873,0.4827022850513458,0.400503009557724,0.3426489233970642,0.29314684867858887,0.48179370164871216,0.40588274598121643,0.3554145097732544,0.3127444088459015,0.4898165166378021,0.43268683552742004,0.3942820429801941,0.36287569999694824,hello
0.2669549286365509,0.3200417459011078,0.3582788109779358,0.37779712677001953,0.3931307792663574,0.357644647359848,0.3891857862472534,0.41098475456237793,0.4281860888004303,0.3423652648925781,0.37829774618148804,0.4015333652496338,0.421290785074234,0.3228990435600281,0.3598589301109314,0.38452377915382385,0.4054728150367737,0.2977270185947418,0.32870572805404663,0.3490384519100189,0.36746716499328613,0.6273919343948364,0.6017335057258606,0.5384059548377991,0.48543909192085266,0.4414635896682739,0.46596142649650574,0.39928269386291504,0.3565242290496826,0.3188355267047882,0.45243439078330994,0.3779318928718567,0.3267650604248047,0.28097110986709595,0.4470444619655609,0.37626028060913086,0.3285340964794159,0.2855527997016907,0.4476252496242523,0.39256563782691956,0.3538433313369751,0.31758347153663635,hello
0.2646229565143585,0.3203584551811218,0.3587849736213684,0.3777014911174774,0.39493170380592346,0.3587953448295593,0.3911294937133789,0.41244083642959595,0.42841699719429016,0.3438383936882019,0.3803848326206207,0.40446043014526367,0.4244186580181122,0.323500394821167,0.3608807921409607,0.38581252098083496,0.40676987171173096,0.2980021834373474,0.326598197221756,0.34640637040138245,0.3647395372390747,0.6278815269470215,0.6027145981788635,0.5382539629936218,0.4844304323196411,0.44108229875564575,0.46696609258651733,0.4023836553096771,0.360250324010849,0.32247358560562134,0.4529939889907837,0.3795061707496643,0.32916635274887085,0.28415998816490173,0.44764769077301025,0.37623047828674316,0.3271738588809967,0.28366178274154663,0.449451208114624,0.3932132422924042,0.35286539793014526,0.3157515525817871,hello
0.29733142256736755,0.334628701210022,0.36848846077919006,0.38402292132377625,0.3980516791343689,0.3708041310310364,0.4003501534461975,0.42172515392303467,0.4378483295440674,0.35500162839889526,0.38862624764442444,0.4126448929309845,0.43236836791038513,0.33549630641937256,0.3688303828239441,0.3924488127231598,0.41157037019729614,0.3117629587650299,0.33831191062927246,0.35783082246780396,0.37459108233451843,0.5822669863700867,0.5785416960716248,0.5327962636947632,0.48670971393585205,0.44565755128860474,0.46361732482910156,0.4041149914264679,0.3646736145019531,0.3313281536102295,0.44856131076812744,0.38269492983818054,0.33698156476020813,0.2980944514274597,0.4401058852672577,0.3746928572654724,0.3285368084907532,0.28972041606903076,0.4381968677043915,0.38579535484313965,0.34866440296173096,0.31638240814208984,hello
0.2731057107448578,0.3270217776298523,0.36611056327819824,0.3865709602832794,0.4008188247680664,0.37156039476394653,0.40426188707351685,0.42417484521865845,0.4392140507698059,0.35756710171699524,0.39482036232948303,0.4184781312942505,0.43753305077552795,0.33724257349967957,0.3736637532711029,0.3963801860809326,0.4154154658317566,0.31105947494506836,0.3397384583950043,0.35860684514045715,0.37562766671180725,0.6186292171478271,0.5976505279541016,0.5374376773834229,0.4855659008026123,0.4409067630767822,0.4609142243862152,0.3988102078437805,0.3602791726589203,0.32589003443717957,0.4455283582210541,0.3745144307613373,0.3293531537055969,0.2907279133796692,0.43902403116226196,0.36904218792915344,0.325008749961853,0.2869364023208618,0.43968647718429565,0.38419705629348755,0.3457931876182556,0.3107650876045227,hello
0.28819549083709717,0.3431303799152374,0.37911492586135864,0.3989095091819763,0.41452741622924805,0.37885549664497375,0.41180890798568726,0.4319244623184204,0.44693523645401,0.3668994605541229,0.40556812286376953,0.4286814332008362,0.4461405873298645,0.3494786322116852,0.3873212933540344,0.41008633375167847,0.4275047779083252,0.3274582624435425,0.3568137586116791,0.37567591667175293,0.39140385389328003,0.6346817016601562,0.6105203628540039,0.549022376537323,0.4983314275741577,0.45557835698127747,0.4782591760158539,0.41725173592567444,0.379303902387619,0.3443296551704407,0.46402591466903687,0.3937246799468994,0.34727758169174194,0.30586332082748413,0.45851272344589233,0.39015787839889526,0.3446933627128601,0.30408141016960144,0.4595282971858978,0.4060091972351074,0.36826199293136597,0.33325111865997314,hello
0.2808472514152527,0.3320138454437256,0.3733309805393219,0.3955835998058319,0.40735724568367004,0.3752884864807129,0.40675362944602966,0.42824339866638184,0.4439513683319092,0.362076997756958,0.39818689227104187,0.4221656322479248,0.4407593011856079,0.34281978011131287,0.37826186418533325,0.4018423855304718,0.42023900151252747,0.31883692741394043,0.3484118580818176,0.370084285736084,0.38961610198020935,0.6385712623596191,0.6185358762741089,0.5506048202514648,0.4974903166294098,0.45369237661361694,0.47737935185432434,0.4147280752658844,0.3729211688041687,0.33458220958709717,0.4635622203350067,0.39211738109588623,0.3429289758205414,0.2974531352519989,0.4593103229999542,0.3894568681716919,0.34255629777908325,0.29923856258392334,0.4617059826850891,0.4076284170150757,0.3693837523460388,0.3334163427352905,hello
0.2792107164859772,0.33253857493400574,0.37332507967948914,0.39565956592559814,0.4110944867134094,0.3757549524307251,0.4078490734100342,0.4290050268173218,0.4440977871417999,0.3628024756908417,0.3993527293205261,0.4223134219646454,0.43956121802330017,0.343596488237381,0.3795880973339081,0.402576208114624,0.4204530119895935,0.3194407820701599,0.34954434633255005,0.37090393900871277,0.3900611400604248,0.6393626928329468,0.6171441674232483,0.5496333241462708,0.4985961318016052,0.45624539256095886,0.4744359254837036,0.41057315468788147,0.36812829971313477,0.3294357359409332,0.46137890219688416,0.38984036445617676,0.340169221162796,0.29464954137802124,0.45776864886283875,0.38817501068115234,0.34055083990097046,0.29664134979248047,0.4611333906650543,0.4063459038734436,0.3672932982444763,0.330589234828949,hello
